headlines,outcome,triples,relations,is_in_triples,is_in_entities
The recommendations against coronavirus in the viral WhatsApp audio were made by the owner of Swiss Medical (private health insurance company).,0,"[[{'subject': 'recommendations', 'relation': 'were made by', 'object': 'owner'}, {'subject': 'recommendations', 'relation': 'is in', 'object': 'viral WhatsApp audio'}, {'subject': 'recommendations', 'relation': 'were made by', 'object': 'owner of Swiss Medical'}]]","['were made by', 'is in', 'were made by']","[{'subject': 'recommendations', 'relation': 'is in', 'object': 'viral WhatsApp audio'}]","['recommendations', 'viral WhatsApp audio']"
Polish charity organisation WOSP has withdrawn its donation to coronavirus fight in Poland.,0,"[[{'subject': 'charity organisation WOSP', 'relation': 'has withdrawn', 'object': 'charity organisation WOSP donation'}, {'subject': 'Polish charity organisation WOSP', 'relation': 'has withdrawn charity organisation WOSP donation to', 'object': 'coronavirus fight in Poland'}, {'subject': 'charity organisation WOSP', 'relation': 'has withdrawn', 'object': 'Polish charity organisation WOSP donation'}, {'subject': 'Polish charity organisation WOSP', 'relation': 'has withdrawn', 'object': 'charity organisation WOSP donation'}, {'subject': 'charity organisation WOSP', 'relation': 'has withdrawn charity organisation WOSP donation to', 'object': 'coronavirus fight in Poland'}, {'subject': 'charity organisation WOSP', 'relation': 'has withdrawn charity organisation WOSP donation to', 'object': 'coronavirus fight'}, {'subject': 'Polish charity organisation WOSP', 'relation': 'has withdrawn', 'object': 'Polish charity organisation WOSP donation'}, {'subject': 'Polish charity organisation WOSP', 'relation': 'has withdrawn charity organisation WOSP donation to', 'object': 'coronavirus fight'}, {'subject': 'coronavirus fight', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Poland'}]]","['has withdrawn', 'has withdrawn charity organisation WOSP donation to', 'has withdrawn', 'has withdrawn', 'has withdrawn charity organisation WOSP donation to', 'has withdrawn charity organisation WOSP donation to', 'has withdrawn', 'has withdrawn charity organisation WOSP donation to', 'is in']","[{'subject': 'coronavirus fight', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Poland'}]","['coronavirus fight', 'http://dbpedia.org/resource/Poland']"
Link takes viewers to application for FEMA assistance in the US.,0,"[[{'subject': 'Link', 'relation': 'takes viewers to', 'object': 'application for FEMA assistance'}, {'subject': 'Link', 'relation': 'takes', 'object': 'viewers'}, {'subject': 'FEMA assistance', 'relation': 'is in', 'object': 'US'}, {'subject': 'Link', 'relation': 'takes viewers to', 'object': 'application'}, {'subject': 'Link', 'relation': 'takes viewers to', 'object': 'application for FEMA assistance in US'}]]","['takes viewers to', 'takes', 'is in', 'takes viewers to', 'takes viewers to']","[{'subject': 'FEMA assistance', 'relation': 'is in', 'object': 'US'}]","['FEMA assistance', 'US']"
Video shows how American soldiers spread coronavirus during 7th CISM Military World Game in Wuhan.,0,"[[{'subject': 'American soldiers', 'relation': 'spread coronavirus during', 'object': 'CISM Military World Game in Wuhan'}, {'subject': '7th CISM Military World Game', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}, {'subject': 'soldiers', 'relation': 'spread coronavirus during', 'object': 'CISM Military World Game'}, {'subject': 'American soldiers', 'relation': 'spread coronavirus during', 'object': 'CISM Military World Game'}, {'subject': 'American soldiers', 'relation': 'spread coronavirus during', 'object': '7th CISM Military World Game'}, {'subject': 'soldiers', 'relation': 'spread coronavirus during', 'object': 'CISM Military World Game in Wuhan'}, {'subject': 'soldiers', 'relation': 'spread coronavirus during', 'object': '7th CISM Military World Game in Wuhan'}, {'subject': 'American soldiers', 'relation': 'spread', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'soldiers', 'relation': 'spread coronavirus during', 'object': '7th CISM Military World Game'}, {'subject': 'soldiers', 'relation': 'spread', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'American soldiers', 'relation': 'spread coronavirus during', 'object': '7th CISM Military World Game in Wuhan'}]]","['spread coronavirus during', 'is in', 'spread coronavirus during', 'spread coronavirus during', 'spread coronavirus during', 'spread coronavirus during', 'spread coronavirus during', 'spread', 'spread coronavirus during', 'spread', 'spread coronavirus during']","[{'subject': '7th CISM Military World Game', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}]","['7th CISM Military World Game', 'http://dbpedia.org/resource/Wuhan']"
A dog in Hong Kong died of COVID-19.,0,"[[{'subject': 'http://dbpedia.org/resource/Dog', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Hong_Kong'}, {'subject': 'http://dbpedia.org/resource/Dog', 'relation': 'died of', 'object': 'COVID 19'}]]","['is in', 'died of']","[{'subject': 'http://dbpedia.org/resource/Dog', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Hong_Kong'}]","['http://dbpedia.org/resource/Dog', 'http://dbpedia.org/resource/Hong_Kong']"
"The canals in Venice have become cleaner after the shutdown, attracting schools of fish and dolphins.",0,"[[{'subject': 'canals', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Venice'}, {'subject': 'canals', 'relation': 'have become after', 'object': 'shutdown'}, {'subject': 'canals', 'relation': 'have become', 'object': 'cleaner'}]]","['is in', 'have become after', 'have become']","[{'subject': 'canals', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Venice'}]","['canals', 'http://dbpedia.org/resource/Venice']"
For coronavirus cases in the U.S. 38percent of those hospitalized are under 35.,0,"[[{'subject': 'coronavirus cases', 'relation': 'is in', 'object': 'U.S. 38percent of those hospitalized'}]]",['is in'],"[{'subject': 'coronavirus cases', 'relation': 'is in', 'object': 'U.S. 38percent of those hospitalized'}]","['coronavirus cases', 'U.S. 38percent of those hospitalized']"
This photo of coffins in Italy is linked to the coronavirus.,0,"[[{'subject': 'photo', 'relation': 'is', 'object': 'linked'}, {'subject': 'coffins', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}, {'subject': 'photo', 'relation': 'is linked to', 'object': 'http://dbpedia.org/resource/Coronavirus'}]]","['is', 'is in', 'is linked to']","[{'subject': 'coffins', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['coffins', 'http://dbpedia.org/resource/Italy']"
Videos showing police raids or army raids against people who dont respect confinement measures in Algeria or Morocco.,0,"[[{'subject': 'Videos', 'relation': 'showing', 'object': 'police raids'}, {'subject': 'Videos', 'relation': 'showing police raids against', 'object': 'people'}, {'subject': 'confinement measures', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Algeria'}]]","['showing', 'showing police raids against', 'is in']","[{'subject': 'confinement measures', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Algeria'}]","['confinement measures', 'http://dbpedia.org/resource/Algeria']"
Most of the passengers in an Ethiopian airlines flight from Italy are infected with coronavirus.,0,"[[{'subject': 'passengers', 'relation': 'is in', 'object': 'Ethiopian airlines flight from Italy'}]]",['is in'],"[{'subject': 'passengers', 'relation': 'is in', 'object': 'Ethiopian airlines flight from Italy'}]","['passengers', 'Ethiopian airlines flight from Italy']"
"Says imposters in hazmat suits are going door to door in Stockton, California, saying they are checking residents for fever or COVID-19, but they will enter your home and physically attempt robbery.",0,"[[{'subject': 'door', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Stockton,_California'}, {'subject': 'imposters', 'relation': 'is in', 'object': 'hazmat suits'}, {'subject': 'imposters', 'relation': 'is in', 'object': 'hazmat suits'}]]","['is in', 'is in', 'is in']","[{'subject': 'door', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Stockton,_California'}, {'subject': 'imposters', 'relation': 'is in', 'object': 'hazmat suits'}, {'subject': 'imposters', 'relation': 'is in', 'object': 'hazmat suits'}]","['door', 'http://dbpedia.org/resource/Stockton,_California', 'imposters', 'hazmat suits', 'imposters', 'hazmat suits']"
A photo making the rounds on social media claims to show people who have died from the coronavirus in Italy.,0,"[[{'subject': 'rounds', 'relation': 'show', 'object': 'people'}, {'subject': 'photo', 'relation': 'making', 'object': 'rounds on social media claims'}, {'subject': 'photo', 'relation': 'making', 'object': 'rounds'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}, {'subject': 'photo', 'relation': 'making', 'object': 'rounds on media claims'}]]","['show', 'making', 'making', 'is in', 'making']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Italy']"
The quarantine will last until the end of May in Ukraine.,0,"[[{'subject': 'http://dbpedia.org/resource/Quarantine', 'relation': 'will last until', 'object': 'end'}, {'subject': 'http://dbpedia.org/resource/Quarantine', 'relation': 'will last until', 'object': 'end of May in Ukraine'}, {'subject': 'http://dbpedia.org/resource/Quarantine', 'relation': 'will last until', 'object': 'end of May'}, {'subject': 'May', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]]","['will last until', 'will last until', 'will last until', 'is in']","[{'subject': 'May', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ukraine'}]","['May', 'http://dbpedia.org/resource/Ukraine']"
A video shows the Italian air force air show related to the coronavirus crisis in the country.,0,"[[{'subject': 'video', 'relation': 'shows', 'object': 'Italian air force air show related'}, {'subject': 'video', 'relation': 'shows', 'object': 'Italian air force air show'}, {'subject': 'video', 'relation': 'shows', 'object': 'Italian air force air show related to coronavirus crisis in country'}, {'subject': 'video', 'relation': 'shows', 'object': 'Italian air force air show related to coronavirus crisis'}, {'subject': 'coronavirus crisis', 'relation': 'is in', 'object': 'country'}, {'subject': 'video', 'relation': 'shows', 'object': 'air force air show related to coronavirus crisis'}, {'subject': 'video', 'relation': 'shows', 'object': 'air force air show related'}, {'subject': 'video', 'relation': 'shows', 'object': 'air force air show related to coronavirus crisis in country'}, {'subject': 'video', 'relation': 'shows', 'object': 'air force air show'}]]","['shows', 'shows', 'shows', 'shows', 'is in', 'shows', 'shows', 'shows', 'shows']","[{'subject': 'coronavirus crisis', 'relation': 'is in', 'object': 'country'}]","['coronavirus crisis', 'country']"
Helicopters are going to spread medicines against the coronavirus in Spain.,0,"[[{'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'coronavirus in Spain'}, {'subject': 'Helicopters', 'relation': 'spread', 'object': 'medicines'}]]","['spread medicines against', 'is in', 'spread medicines against', 'spread']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Spain']"
"The exams to access university in Valencia region will be delayed to August 10, 11 and 12.",0,"[[{'subject': 'exams', 'relation': 'access', 'object': 'university'}, {'subject': 'university', 'relation': 'is in', 'object': 'Valencia region'}, {'subject': 'exams', 'relation': 'access', 'object': 'university in Valencia region'}, {'subject': 'exams', 'relation': 'university in', 'object': 'Valencia region'}]]","['access', 'is in', 'access', 'university in']","[{'subject': 'university', 'relation': 'is in', 'object': 'Valencia region'}]","['university', 'Valencia region']"
Helicopters are going to spread medicines against the coronavirus in Spain.,0,"[[{'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'coronavirus in Spain'}, {'subject': 'Helicopters', 'relation': 'spread', 'object': 'medicines'}]]","['spread medicines against', 'is in', 'spread medicines against', 'spread']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Spain']"
The UNHCR said migrants and illegals in Malaysia were resisting COVID-19 testing.,0,"[[{'subject': 'http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees', 'relation': 'resisting', 'object': 'COVID 19 testing'}, {'subject': 'http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees', 'relation': 'said', 'object': 'migrants in Malaysia'}, {'subject': 'migrants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Malaysia'}, {'subject': 'http://dbpedia.org/resource/United_Nations_High_Commissioner_for_Refugees', 'relation': 'said', 'object': 'migrants'}]]","['resisting', 'said', 'is in', 'said']","[{'subject': 'migrants', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Malaysia'}]","['migrants', 'http://dbpedia.org/resource/Malaysia']"
"This video shows a brawl this week which took place in a supermarket in Aubervilliers, in France, because of coronavirus.",0,"[[{'subject': 'video', 'relation': 'shows brawl at_time', 'object': 'week'}, {'subject': 'http://dbpedia.org/resource/Supermarket', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Aubervilliers'}]]","['shows brawl at_time', 'is in']","[{'subject': 'http://dbpedia.org/resource/Supermarket', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Aubervilliers'}]","['http://dbpedia.org/resource/Supermarket', 'http://dbpedia.org/resource/Aubervilliers']"
"Rodrigo Maia, president of the lower house of the Congress in Brazil, voted a law that forbids the president to close borders.",0,"[[{'subject': 'lower house', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}, {'subject': 'president', 'relation': 'close', 'object': 'borders'}, {'subject': 'http://dbpedia.org/resource/Rodrigo_Maia', 'relation': 'president of', 'object': 'lower house in Brazil'}, {'subject': 'http://dbpedia.org/resource/Rodrigo_Maia', 'relation': 'voted', 'object': 'law'}]]","['is in', 'close', 'president of', 'voted']","[{'subject': 'lower house', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Brazil'}]","['lower house', 'http://dbpedia.org/resource/Brazil']"
"Goats in Ajmer, Rajasthan were found to be COVID-19 positive.",0,"[[{'subject': 'Goats', 'relation': 'be COVID', 'object': '19 positive'}, {'subject': 'Goats', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ajmer'}, {'subject': 'Goats', 'relation': 'were', 'object': 'found'}]]","['be COVID', 'is in', 'were']","[{'subject': 'Goats', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Ajmer'}]","['Goats', 'http://dbpedia.org/resource/Ajmer']"
"Cali in Colombia is going to be quarantined; for 14 days all commerce, supermarkets, shopping malls will be closed, no one can enter or leave by land or by plane.",0,"[[{'subject': 'http://dbpedia.org/resource/Cali', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Colombia'}, {'subject': 'http://dbpedia.org/resource/Cali', 'relation': 'be', 'object': 'quarantined'}, {'subject': 'http://dbpedia.org/resource/Cali', 'relation': 'is going', 'object': 'to quarantined'}, {'subject': 'http://dbpedia.org/resource/Cali', 'relation': 'is going', 'object': 'quarantined'}]]","['is in', 'be', 'is going', 'is going']","[{'subject': 'http://dbpedia.org/resource/Cali', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Colombia'}]","['http://dbpedia.org/resource/Cali', 'http://dbpedia.org/resource/Colombia']"
"A photo shows coffins of people who died because of coronavirus in Italy, and that the virus is dangerous and you should stay inside.",0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is', 'object': 'dangerous'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}, {'subject': 'photo', 'relation': 'shows', 'object': 'coffins'}, {'subject': 'photo', 'relation': 'shows', 'object': 'coffins of people'}]]","['is', 'is in', 'shows', 'shows']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Italy'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Italy']"
"In Ecuador, Maritza Fras, former director of the Tefilo Dvila Hospital in Machala, and Mauro Calle, former manager of this health center, concealed official figures of those infected.",0,"[[{'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures of those'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures of those'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'official figures of those infected'}, {'subject': 'Maritza Fras', 'relation': 'director of', 'object': 'Tefilo Dvila Hospital in Machala'}, {'subject': 'Maritza Fras', 'relation': 'concealed figures In', 'object': 'http://dbpedia.org/resource/Ecuador'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures of those'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'official figures of those infected'}, {'subject': 'Calle', 'relation': 'manager of', 'object': 'health center'}, {'subject': 'Mauro Calle', 'relation': 'concealed', 'object': 'figures of those infected'}, {'subject': 'Mauro Calle', 'relation': 'concealed figures In', 'object': 'http://dbpedia.org/resource/Ecuador'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures of those infected'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures'}, {'subject': 'Tefilo Dvila Hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Machala'}, {'subject': 'Maritza Fras', 'relation': 'concealed', 'object': 'figures of those'}]]","['concealed', 'concealed', 'concealed', 'concealed', 'concealed', 'concealed', 'director of', 'concealed figures In', 'concealed', 'concealed', 'manager of', 'concealed', 'concealed figures In', 'concealed', 'concealed', 'is in', 'concealed']","[{'subject': 'Tefilo Dvila Hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Machala'}]","['Tefilo Dvila Hospital', 'http://dbpedia.org/resource/Machala']"
"Maracaibo in Venezuela is the safest city to avoid coronavirus because its too hot, said Unicef.",0,"[[{'subject': 'Maracaibo hot', 'relation': 'said', 'object': 'http://dbpedia.org/resource/UNICEF'}, {'subject': 'http://dbpedia.org/resource/Maracaibo', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Venezuela'}, {'subject': 'http://dbpedia.org/resource/Maracaibo', 'relation': 'said', 'object': 'http://dbpedia.org/resource/UNICEF'}]]","['said', 'is in', 'said']","[{'subject': 'http://dbpedia.org/resource/Maracaibo', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Venezuela'}]","['http://dbpedia.org/resource/Maracaibo', 'http://dbpedia.org/resource/Venezuela']"
Helicopters are going to spread medicines against the coronavirus in Spain.,0,"[[{'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'coronavirus in Spain'}, {'subject': 'Helicopters', 'relation': 'spread', 'object': 'medicines'}]]","['spread medicines against', 'is in', 'spread medicines against', 'spread']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Spain']"
"The exams to access university in Valencia region will be delayed to August 10, 11 and 12.",0,"[[{'subject': 'exams', 'relation': 'access', 'object': 'university'}, {'subject': 'university', 'relation': 'is in', 'object': 'Valencia region'}, {'subject': 'exams', 'relation': 'access', 'object': 'university in Valencia region'}, {'subject': 'exams', 'relation': 'university in', 'object': 'Valencia region'}]]","['access', 'is in', 'access', 'university in']","[{'subject': 'university', 'relation': 'is in', 'object': 'Valencia region'}]","['university', 'Valencia region']"
Helicopters are going to spread medicines against the coronavirus in Spain.,0,"[[{'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'Helicopters', 'relation': 'spread medicines against', 'object': 'coronavirus in Spain'}, {'subject': 'Helicopters', 'relation': 'spread', 'object': 'medicines'}]]","['spread medicines against', 'is in', 'spread medicines against', 'spread']","[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Spain']"
People in this video are falling because of the coronavirus,0,"[[{'subject': 'People', 'relation': 'are falling because', 'object': 'http://dbpedia.org/resource/Coronavirus'}, {'subject': 'People', 'relation': 'is in', 'object': 'video'}]]","['are falling because', 'is in']","[{'subject': 'People', 'relation': 'is in', 'object': 'video'}]","['People', 'video']"
A hospital in Murcia in Spain has made a citizen appeal to make surgical masks.,0,"[[{'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'citizen appeal', 'relation': 'make', 'object': 'surgical masks'}, {'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Murcia'}, {'subject': 'citizen appeal', 'relation': 'make', 'object': 'masks'}, {'subject': 'hospital', 'relation': 'has made', 'object': 'citizen appeal'}]]","['is in', 'make', 'is in', 'make', 'has made']","[{'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Spain'}, {'subject': 'hospital', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Murcia'}]","['hospital', 'http://dbpedia.org/resource/Spain', 'hospital', 'http://dbpedia.org/resource/Murcia']"
"A video of a fire erupting inside a vehicle has been viewed hundreds of times on Facebook, Twitter and on messaging app Line in March 2020 alongside a claim it shows an explosion that was sparked by an alcohol-based disinfectant used during the novel coronavirus pandemic.",0,"[[{'subject': 'messaging app Line', 'relation': 'is in', 'object': 'March 2020'}, {'subject': 'video', 'relation': 'shows', 'object': 'explosion'}]]","['is in', 'shows']","[{'subject': 'messaging app Line', 'relation': 'is in', 'object': 'March 2020'}]","['messaging app Line', 'March 2020']"
Claim that an American soldier was intentionally spreading the novel coronavirus in Wuhan during the seventh CISM Military World Games in October 2019 with a video clip of a man purportedly smearing saliva on the handrail on a train.,0,"[[{'subject': 'seventh CISM Military World Games', 'relation': 'is in', 'object': 'October 2019'}, {'subject': 'novel coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}]]","['is in', 'is in']","[{'subject': 'seventh CISM Military World Games', 'relation': 'is in', 'object': 'October 2019'}, {'subject': 'novel coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Wuhan'}]","['seventh CISM Military World Games', 'October 2019', 'novel coronavirus', 'http://dbpedia.org/resource/Wuhan']"
List of first COVID-19 patients in Guatemala with their personal information.,0,"[[{'subject': 'first COVID 19 patients', 'relation': 'is in', 'object': 'Guatemala personal information'}, {'subject': 'first COVID 19 patients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Guatemala'}, {'subject': 'first COVID 19 patients', 'relation': 'is with', 'object': 'first COVID 19 patients in Guatemala personal information'}]]","['is in', 'is in', 'is with']","[{'subject': 'first COVID 19 patients', 'relation': 'is in', 'object': 'Guatemala personal information'}, {'subject': 'first COVID 19 patients', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Guatemala'}]","['first COVID 19 patients', 'Guatemala personal information', 'first COVID 19 patients', 'http://dbpedia.org/resource/Guatemala']"
"The Social Security System (SSS) in the Philippines approved financial aid worth P20,000 for every member, to assist those affected by the novel coronavirus pandemic.",0,"[[{'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'assist', 'object': 'those'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'approved', 'object': 'aid worth for member'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'approved', 'object': 'financial aid worth for member'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'approved', 'object': 'financial aid'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'assist', 'object': 'those affected by coronavirus pandemic'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'approved', 'object': 'aid'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'assist', 'object': 'those affected'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Philippines'}, {'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'assist', 'object': 'those affected by novel coronavirus pandemic'}]]","['assist', 'approved', 'approved', 'approved', 'assist', 'approved', 'assist', 'is in', 'assist']","[{'subject': 'http://dbpedia.org/resource/Social_security', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Philippines'}]","['http://dbpedia.org/resource/Social_security', 'http://dbpedia.org/resource/Philippines']"
Military helicopters sprays pesticides against the coronavirus in Egypt.,0,"[[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Egypt'}]]",['is in'],"[{'subject': 'http://dbpedia.org/resource/Coronavirus', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/Egypt'}]","['http://dbpedia.org/resource/Coronavirus', 'http://dbpedia.org/resource/Egypt']"
"Due to the fear of coronavirus, Muslims in China are offering Namaz in the open street.",0,"[[{'subject': 'Muslims', 'relation': 'are offering Namaz in', 'object': 'open street'}, {'subject': 'Muslims', 'relation': 'are offering Namaz Due', 'object': 'fear of coronavirus'}, {'subject': 'Muslims', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}, {'subject': 'Muslims', 'relation': 'are offering Namaz in', 'object': 'street'}, {'subject': 'Muslims', 'relation': 'are offering Namaz Due', 'object': 'fear'}, {'subject': 'Muslims', 'relation': 'are offering', 'object': 'http://dbpedia.org/resource/Salah'}]]","['are offering Namaz in', 'are offering Namaz Due', 'is in', 'are offering Namaz in', 'are offering Namaz Due', 'are offering']","[{'subject': 'Muslims', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/China'}]","['Muslims', 'http://dbpedia.org/resource/China']"
This text critically observes the behavior of the religious communities in Macedonia toward the Governments recommendations to reduce the risk of spreading the coronavirus by limiting contacts and movement.,0,"[[{'subject': 'text', 'relation': 'observes', 'object': 'behavior of communities in Macedonia'}, {'subject': 'text', 'relation': 'observes', 'object': 'behavior'}, {'subject': 'text', 'relation': 'critically observes', 'object': 'behavior of communities in Macedonia'}, {'subject': 'text', 'relation': 'observes', 'object': 'behavior of religious communities'}, {'subject': 'text', 'relation': 'critically observes', 'object': 'behavior'}, {'subject': 'religious communities', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/North_Macedonia'}, {'subject': 'text', 'relation': 'observes', 'object': 'behavior of religious communities in Macedonia'}, {'subject': 'text', 'relation': 'observes', 'object': 'behavior of communities'}, {'subject': 'text', 'relation': 'critically observes', 'object': 'behavior of communities'}, {'subject': 'text', 'relation': 'critically observes', 'object': 'behavior of religious communities in Macedonia'}, {'subject': 'text', 'relation': 'critically observes', 'object': 'behavior of religious communities'}]]","['observes', 'observes', 'critically observes', 'observes', 'critically observes', 'is in', 'observes', 'observes', 'critically observes', 'critically observes', 'critically observes']","[{'subject': 'religious communities', 'relation': 'is in', 'object': 'http://dbpedia.org/resource/North_Macedonia'}]","['religious communities', 'http://dbpedia.org/resource/North_Macedonia']"
"Author Chen Ming-Fang, the daughter-in-law of renowned doctor and medical professor Dong Da-Cheng, shared her own experience recovering from COVID-19.",0,"[[{'subject': 'daughter', 'relation': 'is in', 'object': 'law'}]]",['is in'],"[{'subject': 'daughter', 'relation': 'is in', 'object': 'law'}]","['daughter', 'law']"
